"text","class"
" halo miminsaya  melakunan pembayaran tagiha pln  konfirmasinya  ya ","Negative"
"   tarik reksadana  pas kirim kode  nomor telpon kagak masuk sampe kali  coba  suruh nunggu jam  gimana  ","Negative"
" penarikan saldo  bca  gangguan kah ","Negative"
" knp   blnja klik beli sellu muncul bginimin apkh tokped sdg gangguan ","Negative"
"   eva  transaksi pagi  batal transaksi bayar pake ovo points  ovo cash saldo yg   ovo points ovo cashnya  ","Negative"
" tanggal barang    komplain   respon    seller  bantuan resolusi  tokopedia     menunggu x jam  tunggu  x ","Negative"
"  ubah nomor  terdaftar  akun tokopedia ","Negative"
"  deals haagendazs lokasi  surabaya    koq    daftar ","Negative"
"  dm nya ","Negative"
" gini min     aneh    jual orangnya terima   konfirmasi   uang yg   terima   langsung masuk   bug   kesalahan resi lagii ","Negative"
" thanks infonya are barusan lapor kalo refund tiket pesawat  kendala langsung dilayanin  uang refund masuk  rek  s nyicilnya smpe    bunga     mohon pencerahannya min nuhun alasan pembeli  cancel","Negative"
" tagihan telkom  masukkin voucher udah g   pilihan  yg  skrinsut ","Negative"
" yg   gak masuk ya","Negative"
"  blm masuk y min udah x jam","Negative"
"   beli pulsa  tokopedia aplikasi android  gagal krn  masukin kode verifikasi ga terkirim loading  gimana ","Negative"
"  refund tiket uang   alasan tokopedia maskapai  bayar  telfon call center lion air  direfund mohon uang refund dikembalikan   tunggu  kerja sesuai aturan tokopedia invoice pgu oxhe grvuph a ghl m ipgm wplgp tgxn","Negative"
" ooo  jd ovo poin  dlm bentuk cash jd bingunuat bayar grab untungnya   pake  belanja  tokped ya   transaksi pembayaran  bulannya nnya min nuhun alasan pembeli  cancel","Negative"
" oh gitu min ","Negative"
" oh terima kasih  infonya     bank  dihubungi   bank  tokocash mandiri  bank rekening  ","Negative"
" tolong bantu kembalikan dana   salah transfer  orang    rekening tokopedia","Negative"
" kebanyakan mohon maaf mohon menunggu ganada call center  pakai bot ","Negative"
"   toped kacau bro  saldo sy tertahan   masuk   seminggu  genap bln yg  pakai bot disuruh nunggu eh pas didatengin  tower  ga  orang  sampah ","Negative"
" abaikan dm dr diriku yaa sdh dikonfirm a  sya  rencana pengen beli hp    pake  belanja  tokped ya   transaksi pembayaran  bulannya nnya min nuhun alasan pembeli  cancel","Negative"
" tolong  komplain   jam  direspon     admin  membalas komplain  menit  ","Negative"
"  pelayanan pelanggan tokopedia  buruk ya hahaha","Negative"
" oh  bedakan ya ovo point  ovo cash  ovopoint   pakai  toped ","Negative"
" hello sms gateway nya  nih  beli tiket kereta perjalanan   sms notif nya x pesan nya    hehe","Negative"
"     kiriman sms   e ticket  email  diterima  spam junk   inbox nomot transaksi aa ","Negative"
" ya sampao     email e ticket  tokopedia  nomor pemesanan ","Negative"
"tolong cek dm ya kak makasihhh utk retry pickup gojek yg kmaren biar   driver min help  transaksi pembayaran  bulannya nnya min nuhun alasan pembeli  cancel","Negative"
"   aja pesen tiket kereta pake kode promo dgtoped   cashbacknya blm dapet y pdhl td  order  dpt rb","Negative"
" maaf  nanya  terkoneksi  lhah   bingung nyari kemana saldo tokocash  ya  menu      saldo tokocash  ya ","Negative"
"     status pembayarannya   berubah   barang   dikirim    transfer  siang  sungguh kecewa ","Negative"
" kak    bantuan  mengalami   pembayaran event kemarin    pembayaran    kode voucher  statusnya  pembayaran","Negative"
"  saldo ga  digabungkan  points  ribet  belanja    transaksi dibatalkan  tarik dana    pakai bareng ovo points  ribet aja  ","Negative"
"  kali belanja tp cashback  masuk   kecewa","Negative"
"  udah topup ovo  bayar tagihan   gabisa metode pembayaran ovo pas bayar telkom parah","Negative"
"  screenshot kendala  versi tokopedia     aktivasi stuck  halaman  hp  android asus max pro m ","Negative"
"     akun ovo   memakai      perbedaan no hp","Negative"
" tolong cek dm ya    dgn app nya tokopedia","Negative"
"hei  ovocash      pembayaran tiket kereta api ","Negative"
" kecewa  tokopedia semenjak join  ovo ovo point ga  fexsibel tokocash  pembayaran kartu kredit ga  pake ovo point       batasi","Negative"
" halo min   ya  gabisa pas  beli ","Negative"
" hasil cash back promo taro dimana ovo  ","Negative"
" malas  baca  intinya      tarik tunai reksadana  uangnya  ovo point  ovo cash tokopedia ribet ","Negative"
"  tokped ketauan main org dalem  flash deal abal abalnya trus karyawan  dipecat smakin ancur deh sistemnya  yg dipecat kmrn  senior programe yg udh kaya dewa trs skrg kelabakan dewanya  dipecat tolong mingpembeli  cancel","Negative"
"dear cs transaksi  ivr xviii xi  cashbacknya  masuk tokocash ya ","Negative"
"  transaksi dibatalkan ","Negative"
" min  bayar tp otp yg ditunggu tdk  dikirim    ya ","Negative"
"  tetep gak bs jg ya pesen makanan ","Negative"
" mohon bantuan   beli token pln udah transfer udah kirim foto bukti transfer  transaksi  batalkan buruan tokennya keburu malu ma tetangga alarm meter pln bunyi ","Negative"
"   bayar pesanan pakai ovo  ga  min  eror ya","Negative"
" hallo min maaf nih  kemaren  tokopedia    ovo  akun ovo  udah terhubung  tokopedia    gak terhubung ya mohon tanggapannya minterima kasih ","Negative"
" min   ovo   tokocash ya kmarin sih  ovo pagi  buka  tokocash   kesalahan sistem tks ","Negative"
"  beli pulsa  dapet cashback langsung   langsung d potong  ovo    memasukan kode voucher tweet  statusnya   transaksi selesai kecuali statusnya  review  memahami  statusnya  selesai lho ","Negative"
" ga masuk masuk nih saldonya  udah miskin   miskin ","Negative"
"  error   system jne knp status  website toped    menunggu status kiriman  kurir ","Negative"
" nomor faktur transaksi   dibatalkan  resi yg diinput   barang  sampe","Negative"
" yg status menunggu   resi jne dr kmrn    tdk  ditracking ","Negative"
" kak tolong dicek  sistem job jne  error  kemarin agen jne gak  input job mengganggu  kak trims","Negative"
" oke milea dilan  menunggu  ","Negative"
"dear  akun tokped   saldo tokocash  sync  ovo  saldonya ga kebaca ya mohon solusinya trims ","Negative"
" topup ovo  tokopedia rencana  beli tiket pesawat    aneh uang uang   tdk   pakai","Negative"
"   salah  jaringan internet  resi  input sesuai barcode  resinyaini pelanggan    tolong   perbaiki ","Negative"
" koq tokocash  lg  tokopedia saldoku  jd lg dah ","Negative"
"  menu ovo nya hilang   lg  menu tokocash ","Negative"
"    menerima kode verifikasi  login sktr minggu yg   skrg  pas   verifikasi  terkirim via sms  telpon","Negative"
"  saldo tokocash ndak hangus ya makasih erlan  jawabannya ","Negative"
" bohong     gak selesai ","Negative"
"suroorororo  ra  balas   rugikan lhooh kalo mekanisme cashbacknya   ovo point   expired ","Negative"
" sy keberatan  cashback   ovo point  tokocash   rupiah ","Negative"
" barusan  transfer  pembayaran pembelian   mesin atm  mengeluarkan struk   mengulang  x    dana   thx","Negative"
"min   pencairan  rb  masuk rekening trus  pencairan  rb   masuk yg rb duluan ya ","Negative"
" pelayanan  jelek keluhan d dm sy  d baca gk d respon sy  keluhan  main ya ","Negative"
" kak  membatalkan tiket pesawat yg  beli dr toped    tanggapan   batalin  maskapainya  disarankan   konfirmasi  toped  ya    tanggapan mohon info ya kk","Negative"
"   gangguan  pelacakan resi jne ","Negative"
"  pengguna  aktivasinya gmn  gagal  konfirmasi ","Negative"
" hi toped pake    terima     lacak  klik selesai ya error melulu  tokopedia  kendala  ya ","Negative"
" no trx ivr xviii xi  cashback nya blm masuk ya ","Negative"
" sy  order panggil grab  tdk  ya ","Negative"
" siang min  pemilik toko koleksi uang indo   produk    ya   grab  ambil paket    rumah   pick up barang mohon bantuannya thanks ","Negative"
" min  bilangnya komplain selesai  pengembalian dana baliknya  tunggu   dibalikin  ovo cash points   nambah ","Negative"
" jd kl dpt cashback masuk  ovo yg  ","Negative"
" siang  ya  aplikasi   kali klik beli  error koneksi tp browsing barang  via web tdk  terimakasih ","Negative"
" dana ovo pls blm  dr pembatalan ","Negative"
" ka  jumat  salah transfer tdk sesuai nominal  order ny  batalkan  dana ny    tindakan  ","Negative"
"  maksa min mod d","Negative"
"  driver cancel  alamat toko  ditemukan tolong cancel  pesanan sayaaaa kasian  driver yg  cancel  turun rating","Negative"
" tolong toped kembalikan modal    adil ","Negative"
" udah dicek  spam junk trash dll gak  min mohon bantuannya  butuh  verifikasi peserta event ","Negative"
" udah dicek  spam junk trash dll gak  min mohon bantuannya  butuh  verifikasi peserta event ","Negative"
"  sdh   jam   masuk  nya sih langsung masuk ya  nunggu ","Negative"
" min kalo  salah masukin no hp pas transaksi beli pulsa   diperbaiki oe dibatalkan thx","Negative"
" halo  checkout  epay bri  kemaren gagal   ya min ","Negative"
" sya  mslh ttg promo yg  tokopedia akun sya   mengikuti promo tolong  cek sblm ganti nomor akun sya tdk  mslah ttg promo stlh ganti nomor hp mslh  muncul ","Negative"
" min temen  akun tokped nya  hack    akun    membatalkan transaksi yg   ","Negative"
"   gg  klik beli ya kemarin pagi tanggal nov jam  beli pulsa pembayaran via virtual bca     masuk  ya min   error  providernya   tokpednya terimakasih  ","Negative"
"  ovo yg untung dpt jt user tokped nunggu kondisi lancar spt   ovo lancar if ovo ngadat tokopedia  ngadatlum masuk  ya min   error  providernya   tokpednya terimakasih  ","Negative"
" tolong   verifikasikarena  susah  pembayaran","Negative"
" no ovo ku sm kek no hp ku ya min sp tau  trf ashback namanya email lancar if ovo ngadat tokopedia  ngadatlum masuk  ya min   error  providernya   tokpednya terimakasih  ","Negative"
" min sy dm  blm  blsan ya ttg cashback  sy blm terima thx","Negative"
" bener pelayanan mu buruk    nomer tlp cs aja deh","Negative"
" please jgn slow respon  lg urgent   tggguin   kasih informasi  salah   pake cc bukopin tp  pake cc bca gmanasih orang udah order sebulan   udah dipilih cicilan x gmanasih  alamat kantor ato no tlp cs aja ","Negative"
"   gak  email masuk  inbox spam  junk ","Negative"
"  tulisannya transaksi gagal   diverif ","Negative"
" halo knp  gagal aktivasi ovo ya  kode otp   pas  coba aktivasi ulang  ngeblank halamannya","Negative"
